,fold0_variance,fold0_old_variance
25,"[6394, 854, 607, 3817, 48, 7624, 3931, 5610, 2123, 2775, 2942, 2152, 2699, 3284, 7874, 7783, 3773, 4118, 1945, 1362, 1522, 3244, 2829, 1368, 2173, 174, 2136, 1557, 2178, 2406, 4168, 1677, 5117, 2183, 3093, 3987, 7443, 1402, 4439, 45, 2019, 3584, 5904, 4621, 2213, 3938, 3032, 17, 6304, 266, 6781, 3283, 219, 1539, 257, 3874, 2811, 4536, 4388, 2515, 3502, 896, 6565, 2588, 3653, 37, 3833, 4802, 5905, 5999, 63, 1734, 1408, 989, 4768]","[607, 5274, 623, 3811, 2387, 512, 5325, 3608, 4635, 7239, 1617, 4324, 1036, 2504, 2124, 1557, 2209, 2998, 4577, 1522, 5430, 3500, 6949, 3, 2074, 4972, 2476, 1368, 5272, 7665, 3284, 4990, 584, 2183, 3780, 4763, 2708, 2469, 3900, 4556, 3314, 4365, 896, 3054, 3451, 2715, 7277, 7874, 4341, 2027, 4961, 559, 1625, 1853, 4059, 3981, 1490, 3014, 2576, 1306, 4382, 7590, 1800, 2192, 840, 1677, 2154, 1583, 973, 4621, 2825, 1719, 4486, 2950, 2772]"
26,"[607, 6497, 6189, 3572, 4643, 3900, 709, 4621, 5489, 4215, 6949, 4816, 4481, 43, 1426, 623, 1450, 3481, 1101, 1495, 2433, 1306, 1773, 2254, 1328, 3079, 5212, 4917, 923, 7589, 1633, 6245, 3259, 206, 2209, 5091, 3885, 7594, 174, 4328, 3958, 6406, 1290, 5194, 1955, 4894, 7586, 566, 4529, 4577, 707, 7141, 950, 776, 2072, 7750, 6607, 3014, 796, 4723, 1136, 854, 5428, 2447, 609, 6233, 7748, 7737, 1835, 7876, 2706, 1677, 82, 1617, 3497]","[3811, 1970, 3500, 4577, 4990, 7387, 43, 3313, 3900, 945, 3608, 4621, 5274, 896, 5325, 178, 1489, 7876, 5790, 2328, 607, 7777, 7239, 7594, 624, 691, 1368, 7221, 2861, 7286, 6692, 6954, 4341, 5430, 2515, 2575, 2387, 2708, 1212, 3919, 2123, 271, 5332, 2451, 7722, 1710, 923, 1951, 6773, 5759, 1900, 2072, 165, 900, 3628, 1137, 3314, 2236, 3526, 6472, 4579, 6223, 348, 6701, 3688, 7513, 3524, 687, 4269, 2433, 5898, 4505, 6699, 367, 2383]"
27,"[607, 623, 1938, 3034, 6497, 1097, 47, 1562, 2433, 2415, 4901, 1057, 911, 1557, 7624, 2861, 1734, 3437, 5989, 1477, 2080, 755, 1951, 6495, 5430, 2209, 5768, 1773, 4964, 4566, 2649, 5907, 1747, 5661, 2123, 2183, 7777, 1918, 271, 525, 4422, 174, 5750, 5392, 2950, 1461, 322, 1841, 2387, 2426, 923, 1696, 4279, 4971, 1408, 2334, 4714, 5251, 3553, 2589, 5387, 3066, 5562, 6314, 7764, 1000, 4763, 4635, 2814, 2190, 233, 2469, 3121, 5898, 5640]","[854, 7748, 3811, 5274, 1278, 1617, 4462, 3500, 5430, 4328, 5325, 3688, 1546, 7624, 5534, 1375, 7764, 6367, 2861, 6949, 1461, 3900, 15, 1496, 2775, 4755, 4759, 1545, 5056, 6441, 860, 4556, 331, 3788, 3313, 1562, 4990, 7665, 896, 5216, 2738, 4418, 121, 1686, 6813, 61, 7124, 6565, 2860, 6642, 1662, 1755, 7778, 4964, 3284, 623, 4705, 2600, 4323, 6692, 3526, 1734, 3636, 4930, 2565, 5332, 1060, 4215, 1612, 2991, 1209, 4694, 2027, 602, 2834]"
28,"[607, 684, 2649, 5332, 1617, 266, 6448, 623, 3034, 2209, 1562, 1747, 6495, 5989, 2754, 1477, 2123, 1734, 7626, 7239, 2161, 6427, 4419, 4553, 6497, 6406, 3223, 7508, 3354, 3068, 3369, 973, 6063, 2124, 1265, 7783, 7577, 6412, 2699, 3143, 3900, 3079, 2708, 408, 7543, 691, 1535, 3982, 612, 178, 687, 2814, 2007, 2825, 3946, 1805, 1212, 616, 3014, 4131, 6271, 6298, 6177, 669, 4601, 4569, 4491, 1626, 4635, 5151, 945, 2154, 4109, 5861, 2433]","[3811, 3500, 4887, 5861, 4553, 1617, 1477, 2136, 3833, 2124, 3900, 623, 4964, 1212, 43, 3773, 2222, 4667, 5534, 4187, 3444, 2861, 2047, 3628, 3518, 5274, 475, 4990, 5791, 5561, 3756, 1839, 3081, 5593, 3688, 861, 2565, 2149, 5226, 1773, 5398, 5552, 66, 2536, 4573, 1946, 1887, 1895, 1378, 2600, 6037, 5302, 3112, 301, 1424, 5216, 1805, 113, 1801, 1539, 2276, 2773, 2207, 5387, 266, 7589, 7876, 7684, 621, 1900, 6338, 6127, 6844, 215, 3526]"
29,"[4392, 3314, 1748, 1617, 5332, 2759, 5907, 1781, 607, 2080, 367, 2114, 2502, 1747, 6739, 3900, 6495, 4887, 6338, 2387, 3, 2415, 2124, 5489, 4511, 1583, 5430, 1382, 1704, 2600, 7784, 2968, 1508, 6448, 693, 3451, 2921, 5534, 6027, 7876, 7374, 2830, 1773, 522, 7665, 1358, 4017, 2999, 112, 3014, 2937, 2919, 5059, 623, 5647, 5271, 3808, 5852, 6189, 1477, 2942, 1368, 2407, 182, 6565, 586, 1212, 2943, 3079, 1977, 916, 7737, 616, 2393, 5840]","[5274, 3057, 3688, 623, 404, 1555, 2565, 6271, 1477, 6889, 7490, 2861, 5935, 3314, 4990, 3811, 3526, 1773, 4533, 2047, 6697, 6716, 7221, 2476, 6642, 1586, 3900, 2699, 2128, 4429, 6658, 7160, 43, 5534, 7655, 3143, 6735, 7876, 2183, 2303, 973, 4755, 4573, 2451, 7708, 4901, 2339, 1562, 2074, 525, 512, 1008, 2124, 7572, 7239, 1300, 4643, 7709, 5450, 945, 812, 2123, 4964, 1599, 3628, 178, 6406, 548, 6215, 2412, 6883, 2511, 2027, 3215, 5631]"
30,"[2834, 607, 2942, 1057, 1617, 2433, 3840, 3014, 4074, 7784, 1477, 1430, 548, 6211, 4485, 2907, 7876, 1768, 1963, 6578, 2943, 3079, 4384, 1719, 5788, 1839, 4859, 4115, 4667, 1434, 3830, 5441, 4768, 1197, 5232, 5534, 1547, 623, 2606, 237, 7508, 6495, 4533, 3572, 1496, 1358, 1557, 1710, 5325, 1773, 2674, 4223, 1169, 30, 4401, 1555, 53, 1653, 5750, 6949, 3900, 2505, 2387, 7874, 2095, 1696, 3911, 2708, 4388, 612, 5853, 802, 1938, 3158, 6196]","[1773, 1579, 3688, 3900, 3526, 6367, 1258, 5780, 796, 49, 2565, 6642, 4392, 4725, 206, 5907, 7589, 965, 5904, 1402, 2123, 2124, 5534, 4964, 4714, 1963, 3276, 1734, 1900, 4908, 2406, 5317, 7239, 6130, 2451, 1586, 1510, 2823, 623, 4556, 7321, 6448, 1719, 1899, 4990, 5244, 7160, 654, 7876, 4734, 121, 918, 288, 1541, 2825, 2426, 4553, 2495, 959, 3811, 7860, 7386, 43, 3512, 1625, 1424, 7022, 6864, 1985, 7784, 4768, 4672, 4717, 3870, 367]"
31,"[623, 1617, 4595, 671, 1378, 5010, 5332, 1719, 2921, 2433, 7748, 2576, 643, 2942, 2861, 2473, 5523, 918, 4669, 1964, 7876, 29, 150, 1693, 6949, 1510, 1337, 5262, 2328, 3092, 6028, 2804, 6936, 4223, 2588, 7239, 1212, 2973, 5560, 5512, 4021, 182, 3024, 2589, 367, 1477, 842, 3429, 7777, 2027, 2304, 2014, 7733, 3914, 5833, 2712, 5534, 1989, 1346, 5805, 4118, 4005, 1918, 973, 6699, 7458, 773, 2207, 4307, 3787, 616, 6133, 1562, 1876, 1932]","[4341, 4990, 2530, 3811, 2528, 1964, 400, 3019, 1424, 4307, 623, 2038, 3526, 6271, 1617, 1101, 997, 2124, 4511, 4573, 1461, 6932, 4717, 3919, 2861, 4138, 693, 2864, 7321, 7665, 454, 74, 4388, 5801, 7876, 5332, 6642, 2470, 367, 2453, 5534, 2942, 3946, 1678, 1278, 3619, 1464, 4118, 1998, 7462, 2937, 5104, 2775, 4781, 3780, 2027, 4439, 802, 5232, 1906, 3314, 4046, 5272, 7751, 3939, 643, 4392, 7632, 2772, 2565, 2879, 5840, 7429, 7778, 1885]"
32,"[4418, 5251, 428, 1773, 612, 43, 7720, 2415, 3636, 3215, 4717, 367, 4515, 2124, 3619, 5544, 3928, 2406, 1510, 7228, 3024, 3481, 1337, 2433, 4964, 1617, 2093, 348, 1424, 1212, 4930, 7876, 7505, 6949, 6362, 7526, 1710, 5852, 1660, 2298, 6048, 5703, 2820, 50, 3838, 7145, 3079, 2112, 5799, 4595, 3460, 5280, 7665, 442, 3688, 112, 4613, 3, 4569, 4392, 2213, 6773, 6495, 4802, 908, 5232, 7160, 7550, 1008, 1557, 5886, 3982, 4898, 4895, 1495]","[623, 2754, 854, 7589, 1208, 7748, 2530, 4662, 442, 2575, 2254, 4717, 7304, 945, 2074, 3314, 2038, 4341, 2565, 1197, 6245, 2907, 1402, 641, 6807, 6642, 1666, 358, 2942, 1101, 7750, 4990, 6950, 7774, 5467, 2899, 3984, 5502, 2775, 2210, 5716, 4896, 2433, 367, 1464, 2543, 5534, 2303, 4126, 1461, 506, 6675, 2415, 3619, 1211, 4616, 1541, 2680, 4955, 2616, 5378, 237, 997, 2124, 5376, 7145, 165, 1227, 733, 3284, 5211, 6448, 7239, 2835, 1547]"
33,"[2861, 4887, 4635, 584, 1557, 6716, 2942, 4896, 367, 475, 3555, 428, 1559, 692, 7778, 4717, 2860, 155, 1665, 1358, 3164, 5534, 612, 2454, 6949, 4883, 3839, 3619, 2580, 7774, 2124, 6520, 5332, 2943, 1015, 5790, 7876, 1197, 747, 5774, 6011, 1112, 4339, 4595, 5687, 4662, 7239, 3079, 1338, 6406, 72, 348, 2127, 4428, 6238, 7429, 2605, 2775, 3087, 4187, 5933, 3790, 3024, 4599, 7554, 3147, 6264, 3811, 1057, 293, 4578, 3451, 5317, 3737, 5441]","[623, 854, 3314, 2775, 4990, 348, 2460, 7748, 4964, 5502, 5791, 4556, 7239, 4133, 2948, 1477, 4527, 1617, 5534, 1214, 7589, 2565, 1693, 2942, 4670, 1710, 7764, 4341, 7876, 3982, 7722, 4313, 5851, 1008, 439, 6425, 4437, 4460, 4208, 2027, 1461, 5467, 7898, 266, 6271, 1030, 997, 1210, 7124, 5237, 121, 4268, 1152, 3749, 2328, 4613, 4462, 2561, 2041, 3526, 3865, 4377, 3840, 7420, 2074, 6448, 2222, 6304, 4901, 404, 1782, 332, 1643, 4478, 2406]"
34,"[2861, 348, 2433, 367, 7321, 5512, 6751, 4005, 6313, 1557, 5766, 2173, 7754, 1424, 2956, 5057, 301, 5030, 136, 6747, 3151, 6271, 2645, 5560, 2530, 7748, 3024, 3314, 4616, 5332, 4428, 49, 2007, 1337, 43, 2223, 7403, 7851, 4279, 237, 1112, 3126, 5012, 2041, 5538, 2183, 506, 3058, 4784, 6868, 4553, 1459, 1588, 2790, 7124, 2425, 2304, 1362, 6495, 4648, 1653, 2343, 4662, 4379, 1461, 4453, 621, 2708, 6177, 3019, 660, 3982, 5884, 2499, 3896]","[623, 7748, 854, 475, 3572, 367, 4990, 2289, 5989, 1536, 2706, 7722, 4705, 923, 2415, 3914, 738, 23, 2565, 5941, 1693, 4223, 4662, 687, 1477, 6027, 2699, 1872, 3014, 7764, 3526, 1276, 796, 1601, 1461, 959, 1478, 4930, 2885, 6028, 7362, 3582, 3024, 2047, 348, 4861, 1080, 921, 2999, 2116, 4537, 2942, 5791, 1887, 2339, 4396, 6441, 5803, 4059, 4645, 255, 3919, 2406, 1688, 2149, 2588, 5056, 3574, 1510, 4341, 7143, 4717, 3460, 5387, 1425]"
35,"[1701, 2773, 1562, 6406, 2303, 2213, 1468, 5214, 4938, 1227, 4137, 6949, 3024, 6773, 6850, 3437, 7115, 7468, 367, 3812, 1464, 3813, 5601, 6271, 4196, 1265, 3340, 79, 1362, 5332, 4215, 1876, 523, 3919, 348, 4734, 7603, 3223, 3051, 5365, 3005, 2734, 2086, 3202, 6042, 2406, 4988, 6523, 682, 3868, 5759, 346, 6658, 4362, 7632, 6227, 619, 2183, 7876, 4414, 3442, 7712, 3074, 4560, 2120, 1747, 4515, 5512, 621, 5729, 2477, 6565, 5334, 5888, 1704]","[4223, 2207, 3914, 35, 4341, 921, 1773, 4648, 1964, 5852, 4990, 612, 2358, 4409, 3825, 2289, 4806, 2942, 3014, 1276, 6615, 6675, 4070, 3526, 3665, 4192, 3572, 6314, 2587, 2328, 6363, 7603, 6271, 2260, 4903, 1562, 5544, 5302, 4717, 861, 341, 1930, 5441, 1508, 5398, 4595, 1839, 2074, 7748, 4244, 3314, 7589, 608, 717, 4074, 6565, 4680, 1988, 1464, 1461, 7160, 4404, 1238, 7543, 5874, 699, 4930, 3273, 4892, 5232, 5435, 2225, 3058, 1932, 227]"
36,"[2303, 348, 7141, 3452, 1306, 3314, 1562, 7876, 3057, 2861, 2343, 4418, 5534, 2406, 5552, 7898, 37, 4792, 6932, 1369, 2040, 7655, 66, 5354, 7748, 4323, 1424, 2469, 2251, 4965, 4768, 5442, 3164, 2790, 4529, 7239, 5057, 5450, 1345, 1563, 4074, 7362, 1337, 2476, 3661, 4717, 7940, 6271, 4443, 214, 5112, 1773, 4220, 4964, 4966, 4643, 4462, 5863, 1208, 3326, 2213, 5435, 5280, 4414, 4141, 3280, 1349, 4553, 5414, 5596, 5441, 4635, 6992, 6075, 6615]","[348, 4223, 5874, 2074, 1985, 4990, 6271, 5654, 1734, 2775, 1821, 5665, 45, 3180, 367, 3780, 5853, 7722, 2251, 1834, 4930, 3755, 7783, 5414, 586, 4901, 5029, 7124, 2942, 4533, 7748, 4140, 5262, 1701, 2597, 7589, 2210, 1479, 6764, 2070, 6216, 72, 6432, 3, 3526, 3314, 5057, 1402, 4328, 2580, 1865, 256, 1468, 1781, 1208, 4667, 461, 2254, 1477, 4595, 2123, 2861, 1633, 6520, 7286, 4725, 2862, 108, 5780, 2825, 3024, 6223, 1839, 6426, 755]"
37,"[612, 1562, 840, 3284, 6749, 4613, 2514, 1467, 2504, 1677, 2944, 1782, 4901, 4223, 1476, 1943, 5325, 39, 812, 3, 1586, 6493, 1873, 6884, 2754, 4396, 4712, 5601, 4046, 802, 1773, 1704, 4553, 3919, 2561, 2819, 3024, 1623, 2688, 6286, 4437, 973, 358, 6196, 2708, 621, 4871, 3313, 348, 5642, 1368, 4480, 400, 2469, 7505, 4983, 3441, 412, 4313, 6533, 2807, 112, 1661, 775, 5534, 4001, 566, 6101, 1509, 548, 1866, 5334, 3081, 4422, 4988]","[2861, 2289, 4983, 1147, 1617, 1579, 3653, 35, 4938, 4990, 2207, 5214, 3314, 4694, 608, 367, 2316, 997, 7722, 923, 2415, 4799, 2576, 973, 4798, 1964, 3433, 5398, 5450, 40, 6528, 2007, 2107, 5010, 461, 4430, 755, 4192, 7827, 1882, 2942, 2169, 5523, 1495, 4512, 1918, 313, 4676, 5012, 1989, 4439, 6692, 348, 2120, 3582, 2251, 4806, 6245, 7777, 1967, 7748, 6918, 1975, 5897, 7543, 3158, 5272, 3939, 2038, 5237, 45, 861, 5579, 4961, 3958]"
38,"[348, 2861, 774, 2027, 3314, 1424, 2124, 7748, 367, 2830, 5601, 5280, 1768, 7124, 5534, 1940, 1586, 2454, 4831, 1098, 1853, 586, 6338, 3497, 1747, 2210, 7876, 2775, 341, 5191, 4553, 1811, 558, 5151, 5797, 272, 2254, 2072, 1245, 619, 4430, 3313, 1307, 1964, 2128, 1160, 3900, 1821, 971, 3301, 3038, 1581, 266, 3, 1809, 643, 3024, 2047, 4567, 3717, 2113, 5339, 1790, 1358, 463, 1541, 548, 2284, 1612, 3688, 4381, 48, 1177, 3223, 117]","[3014, 4990, 2942, 4269, 7160, 235, 3314, 2074, 7748, 4894, 3284, 242, 5251, 5482, 35, 4694, 4223, 4680, 4762, 3526, 2358, 2207, 56, 2569, 1465, 6642, 1495, 4595, 348, 5271, 4964, 973, 5950, 5562, 1985, 1834, 3760, 5232, 1037, 1617, 7420, 2861, 5687, 1963, 4480, 1852, 4485, 2034, 2454, 548, 3081, 1618, 1876, 7784, 2149, 6850, 3073, 5791, 4307, 3024, 55, 5326, 1660, 45, 7601, 6929, 367, 5029, 1768, 4883, 4074, 6807, 1588, 4313, 15]"
39,"[3314, 1424, 7748, 1467, 2861, 3951, 3024, 29, 1964, 840, 4418, 6773, 975, 3481, 2213, 5797, 5250, 2751, 3914, 645, 1945, 2406, 2027, 1210, 3280, 1541, 348, 3047, 1701, 342, 1402, 4954, 6323, 6580, 2665, 5460, 1653, 367, 3139, 602, 437, 2708, 3313, 5512, 2070, 3, 2254, 5564, 1754, 1693, 2124, 612, 1430, 3019, 4328, 6503, 721, 182, 1379, 5271, 2225, 5593, 2616, 3537, 6495, 5302, 7335, 4422, 1207, 6465, 3675, 1479, 3564, 1887, 7712]","[7748, 1861, 165, 4573, 1001, 3780, 7335, 7505, 4680, 5493, 5295, 7827, 1541, 7384, 2348, 2942, 5989, 6223, 7420, 3564, 5355, 816, 2038, 3284, 5212, 2393, 6406, 861, 2406, 6520, 4379, 4635, 4393, 6642, 4954, 1661, 6271, 367, 2860, 2879, 5489, 2149, 3776, 2207, 3024, 4005, 7124, 6829, 3868, 5441, 5593, 5210, 3034, 5367, 2929, 3838, 679, 4118, 2565, 6868, 7321, 1211, 72, 1058, 1359, 3767, 7589, 1684, 1734, 62, 6623, 3143, 1542, 2433, 5262]"
40,"[2514, 5038, 6773, 5929, 367, 7734, 3481, 3451, 7679, 5601, 3314, 6565, 4954, 5339, 6868, 1237, 4723, 323, 3183, 4573, 3697, 7594, 612, 1505, 2650, 182, 329, 1546, 6196, 1260, 7321, 2124, 348, 2573, 1964, 1643, 1936, 5797, 3387, 3247, 5512, 967, 1951, 457, 4149, 4613, 5684, 2466, 2274, 2141, 1159, 434, 4964, 2597, 4269, 3873, 5853, 4562, 3313, 1677, 5687, 7860, 774, 2225, 1914, 5214, 5271, 2861, 3749, 1001, 4572, 7152, 4717, 6379, 2521]","[2942, 7694, 4602, 4792, 6223, 5544, 566, 2302, 5273, 1834, 1214, 1601, 612, 1943, 6642, 4945, 2674, 973, 6196, 1306, 7226, 5579, 5852, 583, 2136, 143, 6101, 6427, 7221, 4930, 4680, 5774, 1989, 1464, 7303, 1424, 415, 6193, 7589, 5853, 861, 1964, 6477, 6286, 2968, 1665, 4244, 3152, 5176, 2950, 5096, 5788, 1210, 2596, 1177, 2326, 4816, 434, 3896, 1852, 2322, 1001, 7141, 6250, 4895, 2328, 1136, 6089, 3034, 2605, 3073, 6793, 2804, 439, 486]"
41,"[348, 367, 612, 3024, 3314, 2514, 4223, 2956, 2302, 6778, 112, 6743, 506, 4118, 4705, 4602, 6675, 410, 6372, 5339, 7143, 1265, 7783, 4649, 5648, 1425, 4208, 4595, 3526, 4672, 1900, 1338, 7221, 2076, 1603, 2498, 2251, 6773, 6495, 525, 4340, 1727, 3939, 6338, 2047, 1164, 4160, 981, 1523, 2499, 1013, 2864, 1918, 3183, 2069, 841, 5512, 5633, 4658, 341, 6362, 5048, 523, 323, 6406, 2029, 500, 6204, 1704, 5395, 3058, 5614, 7777, 2273, 4501]","[1212, 4223, 840, 6223, 3603, 6642, 2254, 7748, 4975, 4118, 2433, 526, 2837, 5435, 2942, 2107, 2934, 4861, 6975, 5730, 7675, 861, 6338, 3284, 348, 1402, 5118, 2124, 3868, 2734, 1625, 3024, 7722, 5544, 4616, 5280, 560, 4025, 6773, 5056, 4074, 1859, 3634, 2699, 342, 1237, 4615, 2358, 7708, 4636, 653, 973, 5295, 2127, 5915, 5289, 3537, 5797, 660, 1424, 6699, 1562, 7228, 2074, 282, 4697, 3058, 5853, 3981, 5579, 1734, 2395, 4938, 439, 7603]"
42,"[1424, 3024, 4595, 612, 2124, 43, 2802, 2564, 4725, 2348, 3314, 3111, 4988, 2273, 6607, 1918, 5271, 7748, 3316, 3325, 5512, 2260, 2027, 7589, 1745, 2127, 4004, 2375, 4964, 2848, 3464, 3870, 1523, 6773, 6338, 2020, 1704, 3151, 4849, 3223, 865, 7049, 4954, 6475, 231, 4418, 1461, 664, 3960, 6642, 1272, 4961, 2499, 2096, 6406, 2910, 5194, 6495, 2098, 3755, 4879, 256, 675, 2989, 2343, 6675, 5430, 3460, 5134, 5339, 3051, 6565, 7668, 2213, 5228]","[4223, 1536, 1438, 2886, 661, 2931, 861, 4635, 1424, 2469, 1941, 3501, 5048, 2807, 548, 5367, 2112, 6495, 2830, 3564, 5216, 4930, 6432, 691, 4757, 1745, 4434, 6493, 5797, 6295, 463, 643, 6642, 4975, 7748, 3960, 1614, 5334, 1918, 5228, 3284, 6344, 15, 1834, 3058, 2358, 3737, 2038, 6338, 2173, 4323, 1463, 3981, 5579, 4320, 5057, 5874, 6120, 1434, 50, 7594, 1555, 7327, 1734, 1477, 1821, 1466, 4456, 2210, 2026, 439, 647, 3283, 53, 2548]"
43,"[1599, 1625, 165, 981, 3024, 2255, 5874, 3015, 5430, 4404, 4595, 2016, 5392, 3111, 1737, 4059, 1541, 2254, 7384, 4818, 5935, 5003, 741, 2038, 4624, 6663, 7229, 5512, 1853, 3780, 7723, 5398, 7708, 1210, 7681, 4223, 2210, 5112, 612, 3526, 3284, 6692, 1464, 1, 2501, 5226, 2045, 2565, 3269, 7420, 4954, 4826, 3512, 1214, 5513, 4202, 5394, 2908, 1583, 5788, 2989, 4340, 2543, 4930, 3247, 7498, 2647, 1650, 7286, 4221, 1745, 5579, 4574, 4717, 6351]","[4223, 5435, 6663, 7748, 2358, 348, 6642, 861, 3058, 3497, 2074, 1734, 7722, 5840, 4964, 1208, 2674, 7330, 1748, 121, 367, 2107, 5848, 1214, 6264, 5302, 1562, 1834, 4762, 2814, 6495, 6975, 3284, 3931, 6773, 5579, 1358, 4118, 7386, 3143, 900, 4396, 1125, 5601, 7784, 1651, 5162, 5441, 6542, 3812, 3982, 5428, 840, 40, 5515, 4529, 5736, 1464, 6363, 4975, 5999, 22, 6793, 6992, 242, 4269, 2052, 323, 6889, 6196, 2016, 3049, 358, 3972, 1465]"
44,"[3526, 463, 1337, 165, 1861, 2886, 4223, 121, 7510, 1103, 2029, 5827, 6204, 2302, 3024, 7778, 2772, 6521, 3780, 6542, 348, 2276, 346, 4964, 5339, 6250, 1668, 6606, 2561, 696, 5736, 1816, 3176, 643, 2217, 6778, 7594, 5003, 1800, 4451, 4361, 1541, 5435, 4418, 4905, 1362, 3849, 6264, 3642, 214, 5544, 4930, 6535, 1348, 5914, 2454, 1563, 3284, 1339, 2517, 6177, 3513, 321, 1768, 5502, 2881, 3183, 685, 3981, 2499, 3641, 1900, 2616, 7124, 1964]","[861, 3284, 2861, 348, 2802, 6820, 7748, 4694, 6495, 1562, 4635, 1768, 2830, 6196, 4680, 7420, 3618, 412, 3817, 121, 3143, 4118, 6647, 6844, 4197, 5791, 1034, 3972, 2454, 4223, 5579, 4971, 6223, 3812, 5294, 4861, 266, 2470, 685, 7594, 1601, 3286, 1416, 3019, 7393, 2640, 1466, 617, 2919, 6607, 985, 3767, 5695, 1876, 916, 3746, 4571, 4762, 612, 2773, 1488, 1830, 3451, 2647, 2393, 7751, 6129, 1465, 5729, 1424, 1704, 5929, 5525, 2254, 2074]"
45,"[1098, 3024, 6250, 348, 2565, 5819, 5788, 2596, 165, 3058, 4717, 5280, 6177, 4680, 6975, 1800, 5853, 5216, 5009, 1964, 6477, 4705, 7272, 7665, 4964, 2674, 2095, 2393, 2453, 2638, 4573, 1337, 5387, 1878, 342, 4525, 7330, 3032, 2859, 1258, 3183, 1370, 2038, 5533, 3567, 1265, 2127, 1727, 527, 3526, 1614, 2526, 653, 4352, 4616, 1464, 438, 945, 4202, 2561, 6406, 4929, 1661, 57, 6108, 1917, 2014, 7637, 484, 1151, 2358, 548, 6659, 5325, 1941]","[4680, 612, 6448, 121, 774, 5441, 348, 4883, 7594, 4352, 2650, 1159, 3058, 2194, 14, 4118, 3737, 3024, 5788, 1839, 4930, 1745, 7590, 117, 1941, 5633, 4560, 6699, 5214, 478, 7916, 5791, 3284, 3687, 2517, 4929, 7712, 2406, 4149, 4694, 6264, 7416, 1601, 3383, 7375, 4279, 6407, 3637, 1346, 1616, 4616, 5874, 4529, 2110, 1701, 4573, 2522, 5823, 5251, 5091, 2152, 5323, 1553, 1265, 2225, 7386, 4021, 4591, 1704, 1208, 449, 7748, 5268, 1197, 4689]"
46,"[6697, 2098, 165, 4635, 696, 3284, 412, 6344, 1704, 1465, 1505, 7665, 7748, 6773, 3513, 4930, 2038, 6177, 3000, 1063, 5542, 1904, 3024, 2353, 1745, 2615, 1358, 4901, 112, 3526, 29, 5271, 4429, 3760, 405, 1488, 1922, 4428, 4140, 3756, 2653, 1641, 5675, 7840, 5961, 3931, 5601, 5579, 2515, 6027, 1338, 47, 1371, 6250, 2027, 3407, 6394, 5295, 3219, 4556, 5430, 5293, 523, 3788, 1988, 5187, 6699, 5682, 7331, 7416, 4413, 6565, 6130, 6764, 2514]","[1424, 7748, 3024, 5978, 4725, 5435, 4131, 5791, 4279, 1834, 6663, 6868, 3931, 7228, 4464, 405, 1312, 3223, 7386, 5853, 3868, 4930, 5280, 3269, 5512, 478, 5205, 3524, 2514, 1872, 3760, 4954, 1963, 1438, 5730, 2817, 2908, 7580, 1900, 5059, 1643, 2074, 1379, 348, 2576, 4215, 6407, 5441, 1382, 3946, 3452, 5544, 6250, 6264, 3143, 412, 5135, 4802, 5753, 4599, 463, 1710, 7850, 1342, 4406, 3215, 1841, 2358, 4662, 1197, 2181, 1214, 7874, 1821, 4635]"
47,"[3284, 47, 3024, 1358, 7665, 2511, 1850, 1747, 624, 4107, 5259, 840, 3817, 1704, 5174, 7054, 2064, 7505, 5601, 5748, 6773, 3694, 2561, 768, 4827, 4564, 6572, 50, 7748, 2474, 7686, 4525, 4537, 3802, 7048, 4460, 4218, 6942, 2192, 3784, 3526, 1887, 1710, 5867, 4883, 3618, 7390, 1673, 5293, 5349, 5233, 4202, 4803, 5853, 2595, 4616, 2616, 6739, 7321, 5184, 3079, 2782, 6247, 4965, 1951, 848, 6406, 7551, 3058, 4655, 266, 412, 6642, 6564, 3]","[3024, 2074, 1488, 7748, 1579, 981, 4536, 4223, 612, 2254, 522, 3284, 2680, 3882, 1626, 1701, 5950, 875, 4409, 664, 2316, 1737, 4662, 449, 7543, 692, 7928, 1704, 2358, 4930, 6250, 3326, 1592, 4762, 6942, 2514, 908, 507, 3524, 7141, 2124, 2045, 5999, 2284, 6495, 7912, 5365, 4452, 412, 3555, 7186, 5748, 6379, 523, 2433, 3032, 5377, 5402, 4004, 2302, 4863, 2225, 4160, 1834, 6935, 3215, 950, 2080, 1212, 1873, 3057, 4672, 5268, 37, 4437]"
