,fold0_variance,fold0_old_variance
56,"[255, 1761, 517, 223, 269, 535, 1128, 348, 291, 204, 1185, 1934, 203, 1208, 142, 143, 577, 556, 601, 677, 2694, 1070, 1575, 779, 2116, 2278, 3482, 1299, 1869, 1029, 1936, 760, 647, 778, 965, 1558]","[2752, 533, 511, 739, 1503, 1218, 103, 265, 1457, 125, 1231, 256, 318, 719, 1006, 1982, 741, 434, 1723, 46, 1415, 3497, 3579, 362, 84, 1411, 27, 72, 169, 2036, 1726, 68, 3461, 2334, 1980, 2205]"
57,"[143, 224, 204, 1018, 1869, 434, 348, 577, 963, 169, 151, 517, 240, 1731, 103, 68, 329, 340, 1211, 2835, 291, 957, 269, 1066, 6, 2343, 1030, 1952, 1077, 780, 544, 1735, 942, 281, 941, 255]","[727, 517, 1006, 972, 80, 533, 1231, 941, 68, 2129, 2205, 956, 897, 125, 1520, 1445, 3455, 2579, 1708, 1004, 708, 522, 1666, 998, 1101, 584, 2211, 3261, 2706, 498, 2343, 672, 2400, 1932, 2061, 2404]"
58,"[348, 517, 601, 84, 151, 291, 169, 269, 550, 103, 1030, 941, 1629, 573, 2010, 113, 1520, 1619, 3221, 143, 561, 2129, 1080, 1892, 824, 296, 1434, 814, 785, 2758, 68, 204, 1581, 240, 930, 224]","[941, 84, 1006, 821, 3577, 348, 1267, 796, 533, 837, 998, 2334, 291, 779, 1932, 952, 326, 612, 72, 699, 2406, 211, 498, 189, 103, 1605, 956, 2144, 1503, 1119, 1031, 2533, 741, 584, 1101, 2919]"
59,"[699, 434, 1313, 525, 269, 1242, 3221, 142, 563, 340, 927, 204, 103, 169, 84, 400, 584, 2440, 97, 1731, 2061, 1133, 765, 281, 1323, 1332, 1218, 113, 1844, 874, 2906, 1232, 197, 1206, 941, 352]","[84, 533, 467, 183, 348, 1267, 1847, 1030, 2029, 941, 1004, 1231, 291, 1244, 858, 1063, 1723, 1659, 3069, 1351, 1415, 340, 80, 1299, 2205, 2383, 2149, 480, 362, 2284, 972, 243, 517, 1775, 3480, 927]"
60,"[927, 269, 1018, 404, 941, 248, 434, 143, 142, 521, 68, 1023, 972, 103, 584, 408, 1430, 3203, 1112, 346, 1030, 169, 224, 3625, 194, 699, 1469, 403, 517, 1276, 963, 657, 2252, 1592, 156, 743]","[84, 941, 1596, 556, 348, 952, 681, 765, 410, 434, 2990, 103, 1267, 2406, 1231, 471, 68, 183, 42, 48, 1520, 601, 269, 807, 1347, 1065, 1797, 479, 821, 2602, 211, 1151, 739, 2029, 1483, 467]"
61,"[68, 347, 1921, 142, 941, 699, 3718, 1238, 346, 1122, 419, 169, 956, 3281, 269, 1080, 449, 1131, 113, 3192, 224, 143, 1906, 2906, 1319, 430, 197, 544, 1982, 789, 2400, 1409, 741, 295, 1030, 2270]","[84, 103, 1296, 125, 291, 941, 739, 507, 556, 434, 2447, 2406, 430, 1708, 1070, 2054, 2335, 1483, 440, 169, 1469, 543, 3526, 874, 1283, 326, 2898, 1972, 2587, 902, 1014, 517, 479, 787, 1582, 1267]"
62,"[68, 347, 2255, 941, 487, 1746, 169, 419, 204, 296, 588, 717, 780, 113, 84, 156, 143, 478, 644, 3304, 2256, 197, 1386, 1029, 1161, 410, 97, 1949, 1023, 400, 1066, 17, 1253, 3281, 3605, 1056]","[556, 169, 84, 434, 611, 825, 1469, 1980, 1723, 113, 1411, 3526, 526, 1708, 1347, 1070, 1798, 429, 739, 326, 1116, 68, 1483, 2017, 2406, 2469, 957, 1231, 956, 223, 1318, 1244, 156, 1250, 681, 498]"
63,"[113, 169, 6, 714, 1430, 248, 204, 911, 869, 927, 1447, 68, 535, 1341, 2494, 142, 403, 2446, 143, 2528, 718, 455, 814, 2140, 434, 3497, 1434, 315, 1358, 1860, 296, 1465, 1237, 1414, 1059, 942]","[125, 1723, 291, 84, 556, 1267, 325, 113, 2029, 573, 699, 434, 956, 941, 223, 2898, 837, 2666, 3577, 1554, 601, 143, 884, 1133, 647, 1347, 132, 1781, 1447, 1434, 211, 326, 3010, 1092, 1483, 2400]"
64,"[204, 6, 68, 741, 927, 779, 2975, 183, 2298, 169, 1632, 1087, 535, 1341, 941, 1102, 1645, 1150, 952, 1454, 526, 477, 1061, 780, 543, 211, 3470, 315, 1211, 3441, 1772, 1545, 179, 2054, 2025, 53]","[3577, 1708, 113, 1723, 868, 334, 125, 2898, 1267, 941, 699, 2284, 825, 517, 1666, 1231, 525, 1451, 1459, 291, 739, 1220, 1070, 956, 143, 132, 1250, 914, 48, 1271, 434, 1003, 1080, 1469, 2210, 2034]"
65,"[434, 518, 84, 779, 204, 68, 169, 403, 429, 1351, 256, 956, 718, 522, 132, 194, 584, 3507, 197, 274, 1422, 2840, 17, 1672, 2100, 289, 1507, 511, 787, 214, 1271, 487, 526, 151, 2874, 3096]","[941, 3577, 1231, 1723, 956, 3724, 739, 3307, 1080, 125, 143, 584, 3221, 1056, 573, 46, 1220, 434, 779, 727, 2171, 132, 965, 1936, 1980, 611, 2373, 2406, 68, 2942, 3622, 543, 2061, 3038, 569, 1078]"
66,"[2393, 68, 780, 149, 612, 248, 1936, 461, 785, 430, 92, 151, 497, 403, 1798, 584, 3636, 211, 183, 419, 952, 3439, 1004, 2166, 1090, 3320, 2633, 369, 1582, 1145, 2292, 84, 588, 824, 1150, 1284]","[601, 48, 125, 956, 1070, 1708, 1585, 142, 1723, 525, 1030, 2448, 2400, 143, 1131, 719, 461, 169, 522, 699, 1014, 37, 1469, 611, 577, 434, 1313, 739, 880, 727, 511, 2469, 779, 3455, 1042, 2284]"
67,"[68, 248, 1682, 403, 204, 706, 902, 1165, 265, 256, 138, 2051, 97, 355, 1087, 211, 1065, 3485, 941, 392, 84, 1459, 1063, 461, 3073, 179, 2649, 2070, 779, 1430, 1279, 588, 3682, 2145, 1708, 1039]","[741, 1781, 1070, 2444, 11, 113, 1666, 48, 522, 1867, 2442, 3225, 957, 125, 1678, 1119, 2879, 525, 601, 2400, 544, 1435, 1469, 1503, 2163, 97, 3016, 681, 1000, 430, 2171, 1575, 1673, 3337, 904, 1030]"
68,"[68, 1809, 1087, 2337, 169, 647, 347, 2230, 1641, 760, 1002, 137, 2227, 84, 779, 265, 2380, 702, 877, 97, 132, 2139, 601, 539, 3147, 1762, 2663, 1030, 2883, 322, 927, 885, 2324, 211, 1092, 672]","[1781, 1070, 11, 125, 2163, 825, 156, 3740, 577, 1666, 97, 113, 522, 48, 807, 927, 1469, 1253, 2442, 1673, 998, 1299, 1056, 517, 563, 334, 143, 1030, 232, 259, 1231, 430, 1472, 441, 1796, 714]"
69,"[84, 68, 211, 403, 1332, 326, 678, 1267, 569, 263, 518, 3622, 322, 1185, 706, 3619, 401, 1715, 429, 339, 1798, 2210, 647, 289, 397, 3626, 347, 1847, 2008, 2663, 461, 338, 550, 2105, 941, 539]","[434, 1507, 2163, 338, 2400, 739, 3632, 125, 2105, 143, 1666, 1483, 1708, 3740, 1056, 2256, 2416, 1253, 1781, 265, 825, 49, 517, 48, 1469, 2406, 1844, 2546, 156, 142, 1402, 430, 497, 1130, 957, 969]"
70,"[346, 84, 169, 339, 1221, 142, 295, 68, 211, 461, 2137, 2511, 2444, 1220, 3085, 392, 2469, 355, 1318, 3052, 2047, 952, 814, 2451, 1014, 717, 1708, 397, 3076, 2100, 2229, 2211, 2085, 327, 1160, 403]","[2363, 48, 1030, 125, 2758, 113, 518, 754, 2415, 957, 143, 612, 1507, 35, 1554, 653, 1372, 1972, 1231, 719, 1242, 1056, 926, 1999, 3225, 497, 825, 3192, 1029, 1775, 326, 3147, 1980, 1101, 522, 1588]"
71,"[211, 569, 1358, 1220, 403, 497, 2406, 1526, 97, 2404, 2628, 968, 2284, 149, 397, 1225, 2559, 81, 360, 346, 306, 1502, 2100, 584, 614, 156, 1723, 1447, 68, 400, 467, 821, 1210, 1115, 2155, 1221]","[48, 1507, 125, 2149, 143, 785, 1708, 480, 577, 3427, 113, 1389, 2533, 3076, 840, 1987, 1186, 1056, 3238, 1781, 1242, 1438, 223, 699, 1982, 3634, 260, 899, 740, 889, 2044, 498, 2666, 2856, 1466, 927]"
72,"[84, 68, 3262, 3208, 497, 156, 657, 281, 92, 785, 1221, 259, 1267, 573, 1242, 941, 522, 1038, 346, 130, 678, 1337, 338, 843, 97, 1269, 1760, 2446, 592, 2602, 1697, 2109, 283, 1007, 1151, 254]","[1271, 2163, 544, 2906, 338, 2378, 825, 2533, 48, 1449, 1056, 2252, 2666, 889, 942, 3507, 113, 1469, 2400, 518, 880, 1511, 142, 183, 169, 49, 957, 1507, 1467, 765, 1016, 3238, 441, 1924, 601, 68]"
73,"[68, 156, 785, 1080, 2822, 787, 683, 1897, 1179, 403, 97, 259, 429, 306, 1167, 1520, 397, 10, 1707, 3579, 902, 320, 968, 2996, 888, 569, 1190, 1030, 1622, 903, 647, 1216, 1895, 45, 994, 941]","[48, 183, 1190, 1250, 2378, 1952, 68, 142, 1459, 897, 2036, 2888, 884, 2240, 1469, 1283, 957, 1505, 2400, 326, 441, 855, 3740, 1781, 1936, 719, 3225, 1152, 522, 825, 785, 1989, 1122, 2252, 1980, 403]"
74,"[68, 183, 430, 654, 2893, 97, 483, 320, 409, 392, 569, 1961, 1318, 259, 1252, 612, 1377, 2114, 1011, 3585, 6, 2546, 3128, 156, 403, 2100, 1701, 3226, 45, 2914, 518, 1954, 859, 3670, 1967, 1119]","[48, 1116, 1708, 522, 855, 957, 1505, 1190, 687, 256, 487, 964, 1122, 1503, 326, 1220, 1160, 260, 169, 445, 1982, 719, 2879, 927, 584, 1825, 1029, 2609, 1372, 1435, 2085, 68, 2406, 3740, 2171, 1283]"
75,"[156, 484, 647, 306, 522, 666, 3003, 897, 274, 46, 326, 360, 1596, 74, 952, 727, 1216, 68, 2906, 526, 1632, 473, 3032, 320, 323, 1654, 1323, 2752, 941, 806, 281, 2416, 712, 1004, 550, 295]","[48, 719, 142, 706, 211, 825, 1283, 68, 410, 927, 441, 1768, 240, 395, 2967, 1190, 326, 1731, 1275, 1825, 939, 2902, 1987, 49, 1708, 2005, 3051, 1105, 1581, 487, 2105, 1921, 522, 340, 1238, 765]"
76,"[68, 274, 1253, 647, 320, 526, 869, 1221, 400, 779, 1029, 318, 884, 326, 702, 1912, 518, 2028, 1507, 3636, 1558, 328, 794, 403, 522, 1220, 785, 183, 1218, 1415, 1765, 1254, 1570, 820, 239, 3681]","[48, 957, 197, 754, 3740, 480, 522, 1283, 2139, 889, 441, 1502, 719, 1469, 743, 644, 897, 204, 833, 203, 1853, 518, 994, 92, 1014, 647, 653, 395, 211, 1190, 711, 3441, 68, 765, 2044, 397]"
77,"[68, 403, 2942, 1647, 569, 79, 263, 941, 843, 2275, 859, 1194, 326, 526, 53, 1347, 45, 1629, 584, 802, 1666, 363, 3494, 972, 522, 259, 2298, 1262, 3634, 397, 1086, 274, 473, 1796, 647, 71]","[48, 92, 197, 156, 682, 743, 1063, 1090, 1250, 1492, 507, 1708, 3304, 1372, 3740, 833, 73, 1509, 1989, 522, 142, 882, 2378, 1997, 223, 498, 68, 754, 2277, 706, 338, 2864, 1280, 211, 2044, 719]"
78,"[68, 137, 326, 1352, 214, 289, 2422, 941, 702, 526, 825, 298, 840, 1299, 639, 507, 2409, 3172, 785, 2400, 1023, 369, 2154, 2458, 689, 1267, 3642, 569, 392, 1710, 687, 550, 3203, 600, 1833, 972]","[48, 156, 2864, 3740, 68, 785, 232, 719, 480, 877, 203, 522, 653, 569, 197, 369, 1377, 259, 612, 1511, 1029, 1039, 1210, 3083, 858, 326, 265, 289, 1250, 1206, 1119, 1673, 1116, 240, 1232, 521]"
79,"[68, 137, 526, 391, 461, 600, 295, 74, 550, 483, 369, 79, 518, 765, 392, 1100, 2240, 1622, 2350, 572, 821, 1023, 435, 2923, 1390, 972, 611, 430, 1090, 1518, 727, 1000, 1996, 654, 2085, 1143]","[48, 232, 68, 142, 719, 2104, 265, 785, 289, 97, 1920, 259, 878, 884, 2010, 1511, 1186, 3670, 3485, 197, 2137, 858, 223, 480, 1206, 1210, 968, 550, 833, 338, 1921, 3251, 1250, 2153, 1119, 780]"
80,"[68, 79, 71, 550, 1945, 318, 45, 1526, 203, 2353, 2389, 718, 569, 927, 391, 283, 449, 1119, 1625, 869, 326, 1702, 899, 882, 855, 1824, 1444, 877, 74, 1682, 274, 1312, 539, 957, 369, 859]","[48, 223, 142, 884, 338, 785, 2864, 1167, 569, 1090, 480, 1242, 1122, 1372, 2378, 543, 522, 2595, 868, 612, 1029, 1511, 1980, 2899, 2368, 719, 339, 1666, 1768, 1296, 63, 1004, 826, 882, 2044, 584]"
81,"[68, 526, 857, 395, 1128, 499, 1423, 821, 892, 239, 74, 256, 360, 2474, 430, 550, 305, 2174, 733, 3367, 259, 1625, 267, 1945, 449, 2575, 1678, 1291, 289, 600, 1402, 2562, 76, 654, 942, 1809]","[480, 123, 48, 1130, 785, 1011, 569, 97, 2798, 543, 142, 1492, 800, 550, 3367, 1558, 927, 1982, 498, 1059, 204, 833, 1275, 2298, 289, 1980, 522, 2666, 2835, 489, 2104, 733, 2559, 2081, 259, 1936]"
82,"[68, 3121, 518, 537, 550, 160, 539, 472, 1593, 526, 410, 1691, 2628, 430, 369, 857, 461, 522, 97, 259, 2747, 1044, 71, 2174, 473, 2268, 338, 569, 1287, 400, 2232, 2390, 884, 2424, 1469, 881]","[48, 480, 142, 1987, 601, 1503, 2137, 304, 535, 204, 248, 1029, 1386, 2406, 2559, 588, 260, 296, 1101, 1372, 1430, 1279, 1116, 1232, 683, 339, 2957, 1632, 522, 2255, 3485, 326, 97, 1980, 1469, 2906]"
83,"[68, 569, 1119, 2404, 283, 845, 897, 499, 825, 550, 176, 518, 395, 430, 2563, 157, 760, 1539, 653, 409, 1056, 800, 563, 1133, 539, 1023, 295, 2565, 1970, 442, 71, 948, 97, 868, 1299, 1287]","[2533, 204, 68, 754, 1101, 927, 588, 1116, 1652, 550, 1545, 779, 3718, 1152, 1011, 785, 326, 1296, 1250, 1414, 942, 2906, 1816, 569, 1275, 461, 1768, 3082, 296, 2628, 232, 1044, 1257, 208, 306, 507]"
84,"[68, 537, 2759, 499, 259, 859, 1299, 3082, 825, 338, 524, 274, 123, 2437, 391, 550, 1781, 765, 359, 869, 1972, 145, 1252, 833, 472, 395, 42, 2608, 2559, 409, 92, 654, 1027, 1993, 551, 1347]","[1503, 779, 2864, 1004, 339, 2666, 1570, 68, 1107, 712, 169, 1921, 296, 283, 1242, 1116, 1844, 1358, 895, 3677, 1029, 1632, 1386, 1372, 2298, 1275, 1554, 518, 1271, 927, 62, 3138, 754, 778, 1982, 179]"
85,"[68, 1878, 1870, 259, 493, 1846, 8, 114, 1130, 547, 326, 409, 957, 825, 2782, 274, 1252, 2025, 600, 569, 499, 678, 391, 1058, 3240, 657, 1701, 360, 2902, 1765, 465, 2990, 1430, 1283, 220, 512]","[1372, 779, 498, 1386, 260, 1593, 1116, 2368, 1275, 1101, 934, 877, 2929, 3677, 369, 550, 1216, 1321, 785, 518, 179, 204, 68, 169, 289, 296, 248, 1469, 2406, 467, 472, 360, 1748, 787, 1921, 588]"
86,"[68, 2017, 785, 2639, 337, 957, 512, 71, 8, 409, 1446, 326, 391, 3709, 426, 2036, 499, 1023, 1056, 825, 3648, 2067, 3602, 1765, 220, 889, 2000, 130, 1133, 666, 653, 754, 1790, 91, 1672, 1232]","[785, 68, 588, 882, 653, 2368, 826, 550, 1116, 1271, 1007, 518, 1386, 833, 942, 1619, 1318, 2010, 1029, 663, 296, 779, 259, 2856, 1593, 1853, 1100, 3482, 1297, 857, 1663, 507, 3485, 2879, 1077, 1761]"
87,"[71, 295, 114, 957, 1939, 1636, 259, 3476, 584, 1250, 360, 364, 1613, 298, 455, 1974, 1056, 42, 1152, 1446, 524, 1414, 1459, 1472, 821, 767, 1186, 1659, 160, 3, 1058, 220, 1321, 492, 527, 499]","[653, 584, 942, 1671, 588, 1275, 2368, 1297, 1100, 1271, 1386, 518, 1105, 68, 326, 1422, 2335, 204, 785, 325, 219, 2036, 877, 71, 507, 1130, 869, 884, 1713, 259, 1825, 521, 1216, 2497, 1205, 614]"
88,"[42, 71, 2079, 1265, 858, 3131, 289, 569, 3677, 413, 3621, 957, 2971, 825, 2484, 680, 845, 442, 455, 1578, 653, 1181, 859, 1957, 600, 1063, 2684, 461, 3204, 114, 88, 3074, 23, 1735, 2764, 3256]","[1593, 507, 588, 1731, 877, 1271, 3101, 1275, 260, 326, 1307, 68, 369, 537, 3114, 410, 1318, 1970, 869, 779, 1422, 857, 702, 787, 778, 785, 1386, 204, 1945, 569, 150, 346, 1982, 1663, 1652, 114]"
89,"[289, 1142, 584, 8, 689, 3217, 825, 10, 413, 360, 1398, 859, 2233, 3071, 1056, 1002, 986, 114, 785, 473, 1417, 455, 160, 518, 538, 3001, 857, 1129, 511, 3024, 787, 522, 1411, 2710, 409, 71]","[785, 588, 1029, 2496, 2879, 800, 1652, 1275, 2044, 1593, 1271, 537, 884, 1768, 869, 569, 283, 3542, 1107, 1297, 521, 114, 256, 653, 68, 1378, 518, 204, 1242, 2582, 3724, 938, 3682, 1673, 130, 1731]"
90,"[289, 360, 114, 498, 2613, 3225, 584, 592, 455, 1119, 2948, 130, 880, 274, 1187, 1575, 283, 1116, 680, 859, 1433, 785, 409, 298, 877, 1056, 1701, 1040, 326, 855, 521, 799, 1780, 689, 1989, 1185]","[204, 114, 473, 1652, 1271, 1297, 1672, 2533, 800, 2902, 2100, 360, 869, 274, 1761, 397, 68, 160, 1275, 3444, 2663, 1777, 653, 877, 3052, 74, 306, 1970, 1446, 2278, 761, 2174, 2180, 211, 1895, 859]"
91,"[785, 522, 387, 2408, 114, 360, 23, 289, 484, 391, 1038, 435, 765, 584, 986, 157, 472, 2939, 653, 239, 3012, 465, 409, 857, 1206, 234, 680, 1502, 455, 283, 1056, 71, 869, 298, 3671, 572]","[1652, 653, 1107, 869, 3071, 68, 1133, 391, 71, 1318, 765, 2040, 1833, 1647, 2879, 1275, 2318, 1048, 1414, 204, 2446, 472, 114, 569, 1790, 3065, 833, 169, 240, 326, 3595, 892, 2290, 429, 780, 1271]"
92,"[232, 289, 785, 584, 114, 234, 126, 455, 3404, 426, 3394, 680, 1853, 2902, 600, 8, 387, 130, 1169, 71, 2067, 1796, 2938, 229, 3149, 572, 2068, 1731, 2066, 298, 1279, 833, 689, 1070, 1790, 518]","[2137, 360, 800, 895, 765, 2879, 114, 1029, 2044, 3724, 472, 1982, 653, 1768, 71, 683, 306, 259, 569, 326, 2040, 1275, 1994, 2374, 2028, 1014, 1386, 204, 97, 2005, 612, 1446, 3489, 2408, 2555, 869]"
93,"[232, 289, 360, 71, 1260, 3059, 8, 157, 884, 680, 387, 426, 3606, 3012, 867, 2919, 466, 518, 92, 465, 1044, 1554, 220, 2495, 3684, 100, 1466, 455, 905, 326, 1026, 1860, 858, 1547, 1652, 1556]","[114, 2879, 360, 369, 325, 449, 897, 569, 800, 68, 97, 1984, 439, 1122, 1761, 1526, 1275, 833, 2440, 1652, 3114, 1004, 3176, 1386, 326, 71, 2559, 1007, 150, 126, 1447, 765, 1077, 3083, 1502, 2416]"
94,"[289, 360, 8, 689, 126, 884, 400, 232, 1244, 1466, 1030, 123, 1984, 387, 326, 338, 375, 274, 10, 1703, 512, 100, 1142, 2980, 518, 856, 877, 1665, 130, 2438, 1254, 2009, 572, 498, 678, 92]","[114, 1652, 3394, 833, 71, 483, 68, 2044, 2378, 550, 391, 369, 584, 1507, 535, 1275, 2533, 1526, 1119, 204, 1672, 1296, 449, 130, 3678, 2252, 657, 592, 259, 653, 1252, 2906, 779, 2137, 1210, 1039]"
95,"[289, 360, 884, 232, 23, 756, 130, 507, 274, 956, 880, 799, 877, 1865, 856, 3624, 1746, 522, 1105, 387, 472, 572, 882, 765, 867, 1065, 495, 126, 131, 1259, 678, 657, 1323, 740, 2373, 134]","[1652, 68, 466, 1297, 3619, 2378, 1777, 126, 1502, 845, 2753, 92, 1115, 884, 2769, 289, 74, 1844, 680, 1789, 483, 1296, 1077, 2533, 2044, 413, 986, 449, 934, 169, 387, 904, 360, 572, 1970, 1004]"
96,"[289, 1039, 8, 3176, 1454, 1105, 298, 361, 1789, 140, 426, 884, 1886, 1193, 76, 2275, 522, 387, 130, 23, 92, 765, 1030, 1290, 778, 400, 2139, 904, 126, 985, 864, 2166, 1116, 131, 2039, 3128]","[1652, 259, 1119, 2105, 3114, 289, 1077, 1039, 550, 3689, 74, 169, 800, 1002, 1701, 71, 274, 1210, 325, 518, 2533, 3208, 3485, 2380, 387, 592, 1565, 1789, 1271, 176, 1115, 478, 779, 484, 140, 2129]"
97,"[2030, 387, 289, 1230, 327, 522, 8, 23, 126, 1655, 2728, 1039, 3176, 678, 799, 884, 3252, 2230, 1789, 855, 660, 1697, 1687, 1654, 2374, 683, 1216, 778, 856, 1357, 1299, 3706, 1781, 1648, 3038, 3489]","[2533, 360, 413, 1892, 2380, 71, 2028, 2068, 375, 45, 1087, 1220, 1682, 1596, 42, 289, 518, 1275, 550, 889, 592, 1318, 2906, 1145, 1578, 1029, 934, 1430, 657, 1002, 3273, 702, 2902, 2587, 2104, 1625]"
98,"[289, 719, 522, 3156, 126, 507, 435, 1669, 3270, 1007, 302, 512, 326, 3530, 400, 778, 776, 1671, 3206, 885, 3081, 849, 773, 361, 23, 1427, 3217, 295, 239, 220, 10, 2548, 1361, 1119, 2081, 1039]","[2451, 360, 126, 289, 2044, 550, 1882, 397, 824, 3694, 2533, 1980, 1216, 799, 1789, 1895, 779, 1844, 2230, 653, 1029, 1318, 71, 2114, 592, 1076, 132, 1279, 92, 1596, 387, 780, 2424, 2893, 1386, 455]"
99,"[289, 387, 3530, 773, 1242, 126, 498, 662, 1210, 995, 302, 1232, 2153, 895, 653, 644, 1917, 298, 3724, 821, 1541, 1034, 755, 3626, 673, 123, 435, 472, 1112, 3751, 380, 160, 1006, 3728, 1512, 778]","[1002, 484, 71, 126, 1980, 550, 2028, 1697, 2185, 2577, 1761, 1004, 1265, 1672, 2264, 1252, 472, 717, 859, 1029, 2044, 3003, 1638, 1949, 2408, 92, 799, 1318, 45, 889, 2114, 2104, 1691, 1800, 392, 1608]"
100,"[289, 662, 522, 302, 3575, 1491, 301, 923, 123, 1303, 465, 150, 2361, 326, 126, 1782, 719, 1644, 888, 2045, 1866, 1269, 529, 512, 3337, 1850, 1375, 1271, 995, 263, 685, 1847, 1176, 773, 387, 3478]","[550, 126, 1297, 654, 71, 45, 1216, 2516, 2115, 2666, 612, 2451, 360, 484, 193, 240, 1295, 1422, 1768, 472, 2496, 584, 653, 518, 1611, 1242, 2906, 1004, 1853, 2883, 2446, 1029, 2028, 1361, 346, 140]"
101,"[472, 719, 687, 2288, 653, 126, 2233, 220, 23, 465, 1084, 1242, 1398, 522, 2401, 1782, 3682, 2879, 943, 657, 3440, 618, 904, 1116, 380, 78, 1715, 2277, 1119, 1092, 298, 1448, 326, 1482, 309, 410]","[2666, 1000, 584, 138, 1004, 3179, 1697, 429, 1438, 1611, 2996, 1002, 71, 126, 169, 1715, 746, 2602, 360, 2105, 934, 2268, 1058, 550, 2990, 1663, 3357, 435, 780, 92, 455, 2822, 1625, 1291, 289, 3440]"
102,"[472, 220, 653, 719, 1112, 1398, 1060, 972, 123, 3569, 895, 288, 2217, 662, 678, 298, 387, 2424, 3101, 3666, 3182, 2163, 140, 1946, 1846, 23, 1448, 1996, 683, 778, 2401, 1116, 1162, 1745, 607, 2980]","[1058, 779, 563, 1002, 1809, 281, 2036, 1768, 1638, 1086, 2710, 498, 799, 45, 1790, 472, 1697, 895, 1945, 403, 1641, 2451, 3203, 547, 1238, 660, 1029, 2406, 3634, 1004, 397, 289, 283, 1133, 1921, 1490]"
103,"[719, 1618, 1865, 220, 338, 387, 157, 1717, 3198, 10, 799, 2361, 653, 1691, 23, 298, 3479, 288, 1231, 1261, 1219, 1611, 1058, 1819, 123, 1644, 2489, 3656, 935, 3679, 678, 927, 2523, 2261, 2103, 657]","[126, 169, 3221, 360, 1058, 1490, 439, 1297, 3014, 2786, 2666, 799, 1790, 92, 426, 1077, 2045, 859, 3281, 1682, 315, 248, 683, 1004, 660, 361, 2451, 430, 1843, 1029, 2990, 1669, 2496, 1707, 2942, 1296]"
104,"[220, 678, 719, 657, 2788, 326, 612, 2915, 467, 746, 1844, 3642, 23, 683, 123, 593, 653, 1323, 2262, 3649, 723, 1819, 1319, 511, 1050, 778, 761, 1460, 1438, 927, 595, 3672, 1086, 218, 1253, 309]","[1004, 360, 1297, 3226, 1869, 1296, 3678, 1507, 2996, 473, 2114, 799, 472, 702, 2666, 3634, 584, 76, 2353, 126, 92, 1490, 2839, 498, 3297, 2451, 1077, 1220, 2404, 1558, 229, 1970, 78, 1691, 2390, 868]"
105,"[653, 234, 465, 218, 123, 23, 230, 263, 507, 3032, 1084, 1297, 889, 885, 150, 691, 302, 1029, 719, 660, 1026, 1058, 1087, 2665, 982, 849, 3329, 1646, 612, 100, 1600, 2908, 177, 1244, 3581, 1031]","[1002, 2666, 1210, 1297, 256, 1004, 92, 1507, 3281, 320, 1430, 1638, 289, 820, 1502, 2362, 2344, 473, 914, 1007, 315, 403, 78, 3678, 666, 3649, 283, 1648, 994, 885, 1869, 1994, 1567, 248, 799, 2357]"
106,"[218, 885, 150, 511, 719, 653, 2262, 2538, 230, 344, 201, 1417, 3085, 541, 2497, 3346, 466, 2050, 680, 2180, 2264, 1116, 684, 1427, 1029, 1048, 98, 326, 234, 3350, 270, 1904, 1890, 1007, 571, 1086]","[479, 2666, 338, 799, 885, 1507, 1004, 76, 1002, 1221, 2840, 678, 1502, 3479, 1895, 1990, 3258, 584, 1076, 3678, 256, 1029, 572, 430, 2516, 683, 1701, 3204, 1565, 2240, 2337, 320, 1018, 1206, 2942, 778]"
107,"[653, 1283, 896, 2267, 1039, 719, 22, 927, 423, 592, 218, 3444, 1293, 1101, 1853, 23, 1544, 3582, 465, 1265, 2186, 1169, 1127, 498, 160, 3574, 507, 531, 778, 1817, 1029, 723, 110, 1190, 2212, 1815]","[2666, 1004, 3281, 746, 1768, 1044, 1002, 1039, 1221, 3542, 511, 689, 1018, 3083, 131, 2241, 1906, 2054, 1994, 3003, 1659, 346, 2495, 3595, 2546, 274, 2451, 403, 392, 1029, 584, 2406, 320, 2148, 2137, 2166]"
108,"[218, 110, 1549, 2968, 719, 678, 1442, 1106, 592, 3364, 77, 1924, 1800, 2555, 1231, 98, 1101, 3011, 263, 1039, 810, 92, 1598, 2186, 1261, 76, 1122, 1029, 1048, 616, 3252, 1230, 1267, 857, 467, 22]","[1337, 2666, 885, 1999, 1422, 1004, 689, 3280, 1087, 2129, 320, 2406, 1638, 131, 1242, 1312, 2054, 1039, 473, 130, 1007, 3678, 859, 2587, 435, 92, 2469, 1581, 654, 346, 1198, 498, 2438, 327, 1301, 3357]"
109,"[511, 1457, 1512, 160, 2185, 1713, 1319, 62, 1127, 1070, 1544, 458, 885, 1181, 1269, 1905, 680, 812, 867, 1106, 3273, 423, 746, 427, 3684, 1490, 1215, 1029, 678, 23, 3343, 1299, 691, 529, 778, 1697]","[2587, 1332, 3270, 2406, 1846, 1087, 281, 1422, 2115, 410, 885, 1358, 130, 683, 387, 283, 867, 1507, 1565, 689, 678, 1921, 1666, 1994, 1297, 3083, 1860, 2105, 2009, 1058, 2028, 1892, 3595, 717, 2139, 2516]"
