fac_ui_no,fac_ui_yes,num_age,num_reprate,num_disrate,num_tenure,num_logwage,time,event
0.0,1.0,48.0,0.5,0.06,14.0,5.97889,12,0
1.0,0.0,40.0,0.5,0.07,3.0,5.82895,3,0
1.0,0.0,34.0,0.282,0.03,3.0,6.67203,1,1
1.0,0.0,22.0,0.5,0.075,1.0,5.75574,2,1
1.0,0.0,45.0,0.5,0.065,1.0,5.8944,16,1
0.0,1.0,43.0,0.5,0.081,3.0,5.67675,15,1
0.0,1.0,52.0,0.32,0.034,32.0,6.54391,4,1
0.0,1.0,35.0,0.353,0.038,8.0,6.44889,26,1
0.0,1.0,37.0,0.5,0.063,18.0,5.93754,3,1
0.0,1.0,22.0,0.5,0.116,2.0,5.32301,5,1
0.0,1.0,30.0,0.5,0.094,3.0,5.53339,11,0
0.0,1.0,25.0,0.5,0.099,5.0,5.48064,8,0
1.0,0.0,47.0,0.403,0.043,11.0,6.31536,17,0
0.0,1.0,43.0,0.342,0.036,3.0,6.48004,15,0
0.0,1.0,29.0,0.5,0.1,5.0,5.46806,9,0
1.0,0.0,21.0,0.5,0.2,1.0,4.77912,1,1
1.0,0.0,43.0,0.355,0.038,13.0,6.44095,1,1
1.0,0.0,37.0,0.299,0.032,13.0,6.61338,1,1
0.0,1.0,28.0,0.5,0.1,1.0,5.46806,1,1
0.0,1.0,24.0,0.5,0.1,0.0,5.46806,3,1
0.0,1.0,32.0,0.5,0.075,2.0,5.75574,26,0
0.0,1.0,26.0,0.5,0.063,2.0,5.93754,12,0
0.0,1.0,55.0,0.5,0.06,10.0,5.97889,14,1
0.0,1.0,32.0,0.5,0.068,3.0,5.8522,2,1
0.0,1.0,59.0,0.5,0.06,1.0,5.97889,7,1
1.0,0.0,38.0,0.274,0.055,7.0,5.62402,1,1
1.0,0.0,22.0,0.549,0.11,4.0,4.92725,1,1
0.0,1.0,42.0,0.52,0.033,21.0,5.25227,5,1
1.0,0.0,22.0,0.52,0.047,0.0,4.89784,15,0
0.0,1.0,38.0,0.19,0.008,11.0,6.64639,9,1
1.0,0.0,27.0,0.321,0.014,3.0,6.12249,1,1
0.0,1.0,38.0,0.411,0.018,5.0,5.87493,3,0
0.0,1.0,20.0,0.52,0.05,1.0,4.83628,5,0
1.0,0.0,28.0,0.52,0.024,0.0,5.59471,1,1
0.0,1.0,29.0,0.52,0.029,6.0,5.39816,10,1
0.0,1.0,42.0,0.161,0.007,1.0,6.81235,7,1
0.0,1.0,56.0,0.482,0.021,20.0,5.71373,4,1
0.0,1.0,31.0,0.37,0.016,0.0,5.97889,11,1
0.0,1.0,48.0,0.52,0.032,2.0,5.28827,5,1
1.0,0.0,28.0,0.52,0.157,2.0,4.83628,4,0
0.0,1.0,28.0,0.52,0.083,3.0,5.46806,8,0
0.0,1.0,40.0,0.495,0.063,7.0,5.75574,16,0
1.0,0.0,40.0,0.396,0.05,17.0,5.97889,16,0
1.0,0.0,24.0,0.52,0.071,4.0,5.62402,3,1
0.0,1.0,50.0,0.495,0.063,8.0,5.75574,14,0
1.0,0.0,37.0,0.52,0.074,0.0,5.59471,3,0
0.0,1.0,37.0,0.495,0.063,2.0,5.75574,11,0
0.0,1.0,43.0,0.46,0.058,2.0,5.82895,10,0
1.0,0.0,30.0,0.294,0.037,3.0,6.27664,1,1
0.0,1.0,23.0,0.52,0.086,0.0,5.43372,12,1
1.0,0.0,26.0,0.52,0.1,7.0,5.28827,2,1
0.0,1.0,29.0,0.52,0.125,4.0,5.06259,2,1
1.0,0.0,46.0,0.52,0.083,0.0,5.46806,3,0
0.0,1.0,61.0,0.52,0.078,5.0,5.53339,10,0
0.0,1.0,24.0,0.52,0.167,3.0,4.77912,5,1
1.0,0.0,32.0,0.283,0.036,5.0,6.31536,2,1
1.0,0.0,20.0,0.52,0.125,1.0,5.06259,2,1
1.0,0.0,55.0,0.52,0.083,3.0,5.46806,3,1
0.0,1.0,29.0,0.52,0.071,2.0,5.63479,8,1
0.0,1.0,21.0,0.567,0.067,1.0,5.46806,4,1
1.0,0.0,27.0,0.486,0.057,7.0,5.62402,1,1
1.0,0.0,43.0,0.34,0.04,3.0,5.97889,1,1
0.0,1.0,39.0,0.283,0.033,0.0,6.16121,4,1
1.0,0.0,21.0,0.585,0.083,0.0,5.24702,1,1
1.0,0.0,32.0,0.943,0.571,0.0,3.3322,1,1
1.0,0.0,26.0,0.585,0.08,1.0,5.28827,5,0
1.0,0.0,26.0,0.34,0.04,0.0,5.97889,3,0
1.0,0.0,55.0,0.486,0.057,6.0,5.62402,7,1
1.0,0.0,26.0,0.585,0.08,1.0,5.28827,7,1
0.0,1.0,59.0,0.585,0.08,4.0,5.28827,9,1
0.0,1.0,51.0,0.406,0.126,24.0,5.23644,5,0
0.0,1.0,52.0,0.183,0.033,6.0,6.56667,22,0
0.0,1.0,38.0,0.406,0.15,0.0,5.06259,3,0
0.0,1.0,24.0,0.406,0.086,0.0,5.62402,16,0
1.0,0.0,27.0,0.406,0.231,0.0,4.63473,1,1
1.0,0.0,30.0,0.406,0.15,0.0,5.06259,5,0
0.0,1.0,28.0,0.337,0.061,2.0,5.95842,4,1
1.0,0.0,28.0,0.406,0.12,10.0,5.28827,1,1
0.0,1.0,56.0,0.406,0.15,4.0,5.06259,4,0
1.0,0.0,54.0,0.286,0.052,7.0,6.12249,1,1
1.0,0.0,26.0,0.406,0.143,1.0,5.11199,1,1
1.0,0.0,28.0,0.406,0.24,1.0,4.59512,2,1
1.0,0.0,57.0,0.406,0.147,5.0,5.0814,1,1
0.0,1.0,29.0,0.406,0.12,1.0,5.28827,6,1
0.0,1.0,31.0,0.406,0.097,4.0,5.49717,2,0
1.0,0.0,52.0,0.542,0.14,0.0,5.28827,6,1
1.0,0.0,52.0,0.279,0.045,2.0,6.41017,1,1
1.0,0.0,25.0,0.542,0.1,2.0,5.62402,4,1
1.0,0.0,49.0,0.311,0.051,0.0,6.30445,1,1
1.0,0.0,42.0,0.307,0.05,1.0,6.31536,16,1
0.0,1.0,56.0,0.542,0.113,6.0,5.50126,14,0
0.0,1.0,48.0,0.297,0.048,7.0,6.35089,25,0
1.0,0.0,21.0,0.542,0.117,0.0,5.46806,2,1
0.0,1.0,38.0,0.331,0.054,18.0,6.24222,22,0
0.0,1.0,26.0,0.43,0.07,3.0,5.97889,6,1
0.0,1.0,52.0,0.278,0.077,0.0,6.24222,11,1
0.0,1.0,52.0,0.52,0.26,1.0,4.74493,22,1
0.0,1.0,41.0,0.402,0.111,0.0,5.87493,2,1
0.0,1.0,45.0,0.091,0.025,5.0,7.36455,3,1
1.0,0.0,45.0,0.52,0.26,0.0,4.77912,5,0
0.0,1.0,61.0,0.52,0.186,32.0,5.36129,25,0
0.0,1.0,36.0,0.52,0.25,0.0,5.06259,11,1
0.0,1.0,22.0,0.52,0.167,2.0,5.46806,2,0
0.0,1.0,36.0,0.52,0.154,3.0,5.54908,1,1
0.0,1.0,43.0,0.52,0.154,3.0,5.54908,20,0
0.0,1.0,59.0,0.276,0.076,10.0,6.24804,14,0
0.0,1.0,25.0,0.542,0.071,1.0,5.11199,16,1
1.0,0.0,49.0,0.375,0.038,3.0,5.75574,2,1
1.0,0.0,29.0,0.536,0.054,2.0,5.39816,15,0
1.0,0.0,45.0,0.542,0.083,1.0,4.95583,1,1
1.0,0.0,23.0,0.542,0.088,0.0,4.89784,2,1
0.0,1.0,43.0,0.333,0.033,21.0,5.87493,15,1
0.0,1.0,39.0,0.341,0.034,8.0,5.8522,3,1
0.0,1.0,28.0,0.375,0.038,0.0,5.75574,10,0
1.0,0.0,38.0,0.385,0.038,0.0,5.7301,5,1
0.0,1.0,22.0,0.542,0.094,1.0,4.83628,8,0
1.0,0.0,45.0,0.542,0.06,0.0,5.28827,2,1
1.0,0.0,41.0,0.542,0.1,0.0,4.77912,7,1
1.0,0.0,26.0,0.542,0.074,6.0,5.07517,14,0
0.0,1.0,33.0,0.5,0.125,1.0,5.39816,1,0
0.0,1.0,37.0,0.438,0.109,3.0,5.75574,2,0
1.0,0.0,47.0,0.5,0.125,0.0,5.54908,3,1
0.0,1.0,42.0,0.5,0.125,0.0,5.22036,5,0
0.0,1.0,58.0,0.417,0.104,5.0,5.80513,4,1
1.0,0.0,26.0,0.5,0.125,0.0,5.62402,2,1
1.0,0.0,23.0,0.5,0.125,0.0,4.95583,4,0
0.0,1.0,23.0,0.5,0.125,0.0,5.54908,3,1
0.0,1.0,36.0,0.243,0.061,3.0,6.34388,13,1
1.0,0.0,50.0,0.486,0.122,30.0,5.64897,8,1
0.0,1.0,24.0,0.5,0.125,2.0,4.95583,5,1
0.0,1.0,50.0,0.303,0.076,25.0,6.12249,18,1
0.0,1.0,51.0,0.368,0.092,24.0,5.92693,10,0
0.0,1.0,34.0,0.5,0.125,2.0,4.8828,7,1
0.0,1.0,42.0,0.219,0.055,4.0,6.44889,2,1
1.0,0.0,46.0,0.5,0.125,4.0,5.56834,7,1
0.0,1.0,50.0,0.175,0.044,16.0,6.67203,6,0
1.0,0.0,22.0,0.5,0.125,0.0,5.06259,1,1
0.0,1.0,50.0,0.313,0.078,6.0,6.09131,5,0
1.0,0.0,48.0,0.219,0.055,1.0,6.44889,4,1
1.0,0.0,30.0,0.438,0.109,0.0,5.75574,5,1
1.0,0.0,30.0,0.52,0.025,1.0,5.3799,1,1
0.0,1.0,34.0,0.52,0.035,1.0,5.06259,2,1
1.0,0.0,57.0,0.493,0.018,12.0,5.75574,14,1
1.0,0.0,26.0,0.493,0.018,0.0,5.75574,2,1
0.0,1.0,27.0,0.52,0.022,2.0,5.54126,5,1
0.0,1.0,32.0,0.52,0.023,4.0,5.50126,3,0
1.0,0.0,24.0,0.52,0.028,1.0,5.28827,11,1
1.0,0.0,29.0,0.415,0.015,7.0,5.92693,27,1
0.0,1.0,51.0,0.52,0.029,0.0,5.24702,7,1
1.0,0.0,29.0,0.52,0.021,5.0,5.55296,2,1
0.0,1.0,31.0,0.52,0.029,1.0,5.24702,7,0
0.0,1.0,48.0,0.316,0.011,0.0,6.20051,4,0
1.0,0.0,32.0,0.565,0.141,0.0,5.01064,1,1
0.0,1.0,43.0,0.565,0.141,5.0,4.41884,6,0
0.0,1.0,38.0,0.565,0.141,1.0,5.28827,9,1
0.0,1.0,21.0,0.465,0.116,1.0,5.75574,20,1
1.0,0.0,21.0,0.517,0.129,0.0,5.64897,1,1
1.0,0.0,22.0,0.372,0.093,0.0,5.97889,3,1
0.0,1.0,42.0,0.339,0.085,0.0,6.07074,1,1
1.0,0.0,33.0,0.565,0.141,1.0,4.95583,14,0
1.0,0.0,26.0,0.382,0.095,1.0,6.16121,3,1
1.0,0.0,28.0,0.6,0.15,1.0,5.64897,1,1
1.0,0.0,45.0,0.275,0.069,3.0,6.4892,2,1
1.0,0.0,51.0,0.6,0.15,0.0,5.62402,8,1
1.0,0.0,51.0,0.229,0.057,0.0,6.67203,1,1
1.0,0.0,29.0,0.6,0.15,1.0,5.62402,1,1
1.0,0.0,53.0,0.573,0.143,0.0,5.75574,7,0
1.0,0.0,33.0,0.509,0.127,0.0,5.87493,4,0
1.0,0.0,26.0,0.509,0.127,1.0,5.87493,5,1
1.0,0.0,22.0,0.6,0.15,3.0,5.11199,3,1
1.0,0.0,36.0,0.208,0.052,11.0,6.76734,2,1
1.0,0.0,41.0,0.482,0.121,1.0,5.92693,3,1
1.0,0.0,21.0,0.6,0.15,0.0,5.06259,4,0
1.0,0.0,41.0,0.52,0.13,1.0,5.20401,2,1
1.0,0.0,43.0,0.52,0.2,0.0,4.77912,14,0
0.0,1.0,59.0,0.52,0.115,1.0,5.32301,9,1
1.0,0.0,25.0,0.516,0.094,3.0,5.53339,3,1
0.0,1.0,36.0,0.52,0.158,0.0,5.01064,2,0
0.0,1.0,57.0,0.404,0.074,3.0,5.77455,3,1
0.0,1.0,42.0,0.275,0.05,5.0,6.16121,5,1
0.0,1.0,50.0,0.413,0.075,16.0,5.75574,5,1
1.0,0.0,44.0,0.52,0.136,2.0,5.15906,3,0
0.0,1.0,33.0,0.393,0.071,1.0,5.80513,9,0
0.0,1.0,35.0,0.275,0.05,0.0,6.16121,7,0
0.0,1.0,25.0,0.344,0.063,5.0,5.93754,5,1
0.0,1.0,54.0,0.52,0.167,1.0,4.95583,5,1
1.0,0.0,32.0,0.284,0.052,1.0,6.12687,1,1
0.0,1.0,24.0,0.33,0.06,1.0,5.97889,11,1
0.0,1.0,39.0,0.537,0.179,2.0,5.8944,6,1
1.0,0.0,23.0,0.65,0.216,1.0,4.36945,1,1
0.0,1.0,35.0,0.412,0.137,6.0,6.16121,3,0
0.0,1.0,59.0,0.247,0.082,3.0,6.67203,4,1
0.0,1.0,39.0,0.494,0.165,1.0,5.97889,9,0
0.0,1.0,45.0,0.65,0.216,1.0,5.62402,1,1
1.0,0.0,22.0,0.561,0.187,5.0,5.8522,7,1
1.0,0.0,24.0,0.65,0.216,0.0,5.3799,13,1
1.0,0.0,51.0,0.531,0.177,1.0,5.90536,3,1
0.0,1.0,22.0,0.412,0.137,2.0,6.16121,2,0
0.0,1.0,33.0,0.428,0.143,2.0,6.12249,9,0
1.0,0.0,51.0,0.65,0.216,2.0,5.06259,1,1
0.0,1.0,49.0,0.494,0.165,10.0,5.97889,20,0
0.0,1.0,27.0,0.309,0.103,0.0,6.44889,7,1
1.0,0.0,36.0,0.483,0.017,0.0,5.46806,4,1
1.0,0.0,35.0,0.446,0.015,1.0,5.54908,1,1
0.0,1.0,29.0,0.5,0.034,1.0,4.74493,13,1
0.0,1.0,23.0,0.5,0.029,1.0,4.89784,5,0
1.0,0.0,23.0,0.5,0.031,1.0,4.83628,13,1
1.0,0.0,61.0,0.121,0.004,0.0,6.85435,1,1
0.0,1.0,55.0,0.242,0.008,21.0,6.16121,7,1
0.0,1.0,41.0,0.242,0.008,0.0,6.16121,8,0
0.0,1.0,31.0,0.5,0.026,4.0,5.01064,7,0
0.0,1.0,34.0,0.529,0.112,0.0,5.80513,17,0
0.0,1.0,49.0,0.317,0.067,1.0,6.31536,14,0
1.0,0.0,22.0,0.553,0.138,0.0,5.39816,3,1
0.0,1.0,31.0,0.553,0.138,0.0,5.28827,13,1
1.0,0.0,54.0,0.386,0.082,1.0,6.1181,19,0
1.0,0.0,33.0,0.553,0.138,0.0,5.46806,1,1
1.0,0.0,24.0,0.553,0.138,0.0,5.49306,3,1
1.0,0.0,23.0,0.5,0.2,1.0,4.55388,7,1
0.0,1.0,47.0,0.5,0.2,0.0,4.92725,7,0
0.0,1.0,36.0,0.5,0.2,0.0,5.06259,7,1
0.0,1.0,25.0,0.349,0.14,2.0,6.2106,17,1
0.0,1.0,22.0,0.44,0.176,1.0,5.97889,9,0
0.0,1.0,60.0,0.5,0.2,8.0,5.47646,4,1
1.0,0.0,24.0,0.52,0.208,0.0,4.07754,3,1
0.0,1.0,29.0,0.489,0.196,1.0,5.87493,17,1
1.0,0.0,26.0,0.5,0.2,2.0,5.46806,1,1
0.0,1.0,32.0,0.5,0.2,2.0,5.69036,17,0
1.0,0.0,31.0,0.5,0.2,4.0,5.62402,3,1
0.0,1.0,28.0,0.5,0.2,1.0,5.53339,3,1
0.0,1.0,38.0,0.244,0.098,17.0,6.56667,14,0
1.0,0.0,27.0,0.5,0.2,1.0,5.06259,4,0
0.0,1.0,30.0,0.498,0.199,2.0,5.85507,11,1
1.0,0.0,23.0,0.5,0.2,0.0,4.46591,5,0
1.0,0.0,26.0,0.5,0.2,3.0,4.92725,1,1
1.0,0.0,25.0,0.5,0.2,7.0,5.15906,3,0
0.0,1.0,37.0,0.5,0.2,1.0,5.06259,6,0
0.0,1.0,37.0,0.367,0.147,13.0,6.16121,12,0
0.0,1.0,36.0,0.52,0.238,0.0,4.41884,2,1
0.0,1.0,22.0,0.52,0.069,1.0,5.64897,3,0
0.0,1.0,49.0,0.502,0.05,1.0,5.97889,14,0
1.0,0.0,41.0,0.52,0.083,0.0,5.46806,4,1
0.0,1.0,41.0,0.52,0.2,0.0,4.59512,14,0
0.0,1.0,38.0,0.502,0.05,5.0,5.97889,6,0
1.0,0.0,57.0,0.126,0.013,5.0,7.36455,10,0
0.0,1.0,35.0,0.52,0.075,12.0,5.57595,7,0
0.0,1.0,28.0,0.52,0.083,0.0,5.46806,15,1
0.0,1.0,35.0,0.52,0.063,11.0,5.75574,3,0
0.0,1.0,27.0,0.52,0.083,2.0,5.46806,7,1
0.0,1.0,46.0,0.52,0.119,3.0,5.11199,13,1
0.0,1.0,22.0,0.52,0.1,1.0,5.28827,9,1
0.0,1.0,56.0,0.52,0.081,13.0,5.49306,25,0
0.0,1.0,30.0,0.314,0.031,4.0,6.44889,20,0
0.0,1.0,51.0,0.52,0.063,1.0,5.75574,14,0
0.0,1.0,52.0,0.386,0.038,10.0,6.24222,16,0
0.0,1.0,32.0,0.52,0.066,11.0,5.70378,4,0
1.0,0.0,46.0,0.209,0.021,0.0,6.85435,22,0
1.0,0.0,20.0,0.52,0.125,0.0,5.06259,16,0
0.0,1.0,47.0,0.335,0.033,27.0,6.38519,20,0
0.0,1.0,26.0,0.52,0.1,0.0,5.28827,5,1
1.0,0.0,37.0,0.5,0.15,4.0,5.46806,1,1
1.0,0.0,32.0,0.34,0.102,0.0,6.24222,2,1
1.0,0.0,50.0,0.5,0.15,3.0,5.64897,5,0
0.0,1.0,46.0,0.325,0.098,3.0,6.286,16,1
1.0,0.0,39.0,0.5,0.15,0.0,5.06259,1,1
0.0,1.0,37.0,0.221,0.066,3.0,6.67203,16,1
1.0,0.0,44.0,0.368,0.111,10.0,6.16121,1,1
0.0,1.0,47.0,0.443,0.089,5.0,5.75574,7,0
1.0,0.0,45.0,0.154,0.031,17.0,6.81454,4,1
1.0,0.0,30.0,0.5,0.1,0.0,5.62402,2,1
1.0,0.0,36.0,0.5,0.1,1.0,4.96981,1,1
0.0,1.0,35.0,0.354,0.071,0.0,5.97889,6,0
0.0,1.0,23.0,0.5,0.1,0.0,5.46806,5,0
1.0,0.0,58.0,0.221,0.044,35.0,6.44889,13,1
1.0,0.0,48.0,0.5,0.1,5.0,5.06259,5,0
0.0,1.0,28.0,0.253,0.051,3.0,6.31536,5,1
1.0,0.0,37.0,0.5,0.1,5.0,5.06259,1,1
0.0,1.0,33.0,0.34,0.068,10.0,6.01859,5,1
0.0,1.0,29.0,0.591,0.083,2.0,5.46806,7,1
0.0,1.0,28.0,0.591,0.083,1.0,5.46806,8,0
0.0,1.0,36.0,0.336,0.045,5.0,6.09131,13,1
0.0,1.0,38.0,0.537,0.071,1.0,5.62402,7,1
0.0,1.0,28.0,0.591,0.089,3.0,5.39816,2,1
0.0,1.0,25.0,0.591,0.114,0.0,5.15906,14,1
0.0,1.0,50.0,0.418,0.056,2.0,5.87493,23,0
0.0,1.0,49.0,0.591,0.1,3.0,5.28827,9,0
0.0,1.0,32.0,0.591,0.1,3.0,5.28827,13,0
0.0,1.0,35.0,0.522,0.069,0.0,5.64897,23,0
1.0,0.0,34.0,0.591,0.125,0.0,5.06259,9,0
0.0,1.0,51.0,0.481,0.064,3.0,5.73334,1,1
0.0,1.0,38.0,0.251,0.033,2.0,6.38519,8,1
0.0,1.0,32.0,0.442,0.059,1.0,5.81711,14,1
0.0,1.0,47.0,0.591,0.1,7.0,5.28827,16,0
1.0,0.0,28.0,0.358,0.048,5.0,6.02828,2,0
0.0,1.0,61.0,0.393,0.003,0.0,6.31536,14,0
1.0,0.0,23.0,0.52,0.004,0.0,5.97889,3,1
0.0,1.0,37.0,0.52,0.004,2.0,5.97889,14,1
1.0,0.0,31.0,0.52,0.007,0.0,5.46806,2,1
0.0,1.0,36.0,0.5,0.004,6.0,6.07535,9,0
1.0,0.0,25.0,0.367,0.003,1.0,6.38519,2,1
0.0,1.0,31.0,0.52,0.005,8.0,5.78074,5,0
1.0,0.0,41.0,0.458,0.003,0.0,6.16121,1,1
0.0,1.0,26.0,0.52,0.007,7.0,5.46806,8,0
1.0,0.0,55.0,0.52,0.004,4.0,5.87493,1,0
0.0,1.0,48.0,0.384,0.077,7.0,6.31536,14,0
0.0,1.0,54.0,0.601,0.12,8.0,5.11199,4,0
0.0,1.0,57.0,0.601,0.12,10.0,5.75574,9,1
0.0,1.0,34.0,0.601,0.12,5.0,5.06259,2,0
0.0,1.0,26.0,0.601,0.12,3.0,5.62402,17,0
0.0,1.0,30.0,0.601,0.12,1.0,5.75574,3,1
1.0,0.0,27.0,0.601,0.12,2.0,5.53339,1,1
0.0,1.0,49.0,0.375,0.187,0.0,6.07535,5,1
0.0,1.0,55.0,0.412,0.206,0.0,5.97889,14,1
1.0,0.0,30.0,0.5,0.25,1.0,5.46806,1,1
0.0,1.0,36.0,0.412,0.206,2.0,5.97889,3,0
0.0,1.0,36.0,0.5,0.25,5.0,5.75574,2,1
0.0,1.0,41.0,0.5,0.25,3.0,5.46806,2,0
1.0,0.0,35.0,0.5,0.25,2.0,5.28827,1,1
1.0,0.0,24.0,0.5,0.25,0.0,5.59471,6,0
0.0,1.0,32.0,0.5,0.25,2.0,5.28827,2,1
0.0,1.0,52.0,0.416,0.083,6.0,5.28827,6,1
0.0,1.0,60.0,0.305,0.061,2.0,6.07535,6,0
0.0,1.0,27.0,0.416,0.083,0.0,5.62402,9,0
1.0,0.0,34.0,0.265,0.053,5.0,6.2186,3,1
1.0,0.0,49.0,0.28,0.056,3.0,6.16121,1,1
0.0,1.0,54.0,0.168,0.034,1.0,6.67203,14,0
0.0,1.0,27.0,0.267,0.053,5.0,6.2106,5,0
0.0,1.0,37.0,0.292,0.058,3.0,6.1181,17,1
0.0,1.0,55.0,0.416,0.083,15.0,5.75574,22,0
0.0,1.0,30.0,0.416,0.083,1.0,5.53339,3,1
0.0,1.0,29.0,0.416,0.083,1.0,5.39816,3,1
0.0,1.0,30.0,0.24,0.048,5.0,6.31536,16,0
0.0,1.0,31.0,0.336,0.067,5.0,5.97889,2,1
1.0,0.0,41.0,0.23,0.046,12.0,6.35784,5,0
0.0,1.0,26.0,0.416,0.083,3.0,5.62402,13,1
0.0,1.0,34.0,0.168,0.034,2.0,6.67203,2,1
1.0,0.0,38.0,0.416,0.083,3.0,5.28827,1,1
0.0,1.0,44.0,0.416,0.083,1.0,5.46806,7,1
0.0,1.0,52.0,0.305,0.061,3.0,6.07535,25,0
0.0,1.0,35.0,0.18,0.036,18.0,6.6053,6,0
0.0,1.0,45.0,0.336,0.067,5.0,5.97889,7,1
0.0,1.0,33.0,0.4,0.24,13.0,5.46806,14,0
1.0,0.0,49.0,0.4,0.24,20.0,5.46806,6,0
1.0,0.0,43.0,0.4,0.24,0.0,5.62402,1,1
0.0,1.0,27.0,0.4,0.24,3.0,5.8944,5,1
1.0,0.0,22.0,0.36,0.216,0.0,6.07535,1,1
0.0,1.0,27.0,0.5,0.15,5.0,5.62402,5,0
0.0,1.0,26.0,0.5,0.15,1.0,5.46806,5,0
0.0,1.0,31.0,0.5,0.15,1.0,5.53339,6,0
0.0,1.0,32.0,0.5,0.15,0.0,5.1358,2,1
0.0,1.0,30.0,0.5,0.15,10.0,5.62402,20,0
0.0,1.0,34.0,0.5,0.15,1.0,5.20401,7,0
1.0,0.0,40.0,0.409,0.123,2.0,6.07535,3,1
0.0,1.0,56.0,0.5,0.15,2.0,5.39816,23,0
0.0,1.0,30.0,0.225,0.068,2.0,6.67203,3,1
1.0,0.0,32.0,0.5,0.15,1.0,5.39816,16,1
0.0,1.0,40.0,0.5,0.15,2.0,5.62402,3,0
0.0,1.0,20.0,0.5,0.15,1.0,5.75574,3,1
1.0,0.0,42.0,0.404,0.033,4.0,5.87493,2,1
0.0,1.0,55.0,0.433,0.036,3.0,5.80513,11,0
1.0,0.0,22.0,0.578,0.079,4.0,5.01064,3,1
0.0,1.0,37.0,0.404,0.033,13.0,5.87493,9,1
1.0,0.0,24.0,0.578,0.05,0.0,5.46806,8,1
0.0,1.0,38.0,0.408,0.034,0.0,5.86363,5,0
0.0,1.0,22.0,0.404,0.033,2.0,5.87493,19,0
0.0,1.0,36.0,0.5,0.25,0.0,5.75574,2,1
0.0,1.0,61.0,0.2,0.1,3.0,6.67203,9,1
0.0,1.0,42.0,0.286,0.143,2.0,6.31536,8,1
1.0,0.0,40.0,0.52,0.26,1.0,5.18178,13,0
0.0,1.0,43.0,0.344,0.172,5.0,6.13123,2,1
0.0,1.0,28.0,0.345,0.172,0.0,6.12687,5,1
0.0,1.0,42.0,0.333,0.167,0.0,6.16121,7,0
0.0,1.0,28.0,0.52,0.26,0.0,5.62402,2,0
1.0,0.0,26.0,0.52,0.13,1.0,5.25227,2,1
1.0,0.0,43.0,0.175,0.044,10.0,6.94794,21,1
0.0,1.0,28.0,0.52,0.13,4.0,5.3799,7,1
1.0,0.0,39.0,0.3,0.075,4.0,6.40853,2,1
0.0,1.0,54.0,0.52,0.13,3.0,5.84932,5,1
1.0,0.0,32.0,0.42,0.105,3.0,6.07304,2,1
0.0,1.0,28.0,0.52,0.13,0.0,5.56068,3,0
1.0,0.0,41.0,0.52,0.13,3.0,5.15906,1,1
0.0,1.0,46.0,0.442,0.111,3.0,6.02102,5,0
1.0,0.0,20.0,0.52,0.13,1.0,5.20401,2,1
0.0,1.0,22.0,0.52,0.13,2.0,5.65599,4,1
1.0,0.0,33.0,0.52,0.13,2.0,5.64191,7,0
1.0,0.0,30.0,0.52,0.13,2.0,5.56068,2,0
1.0,0.0,21.0,0.52,0.13,0.0,5.49306,2,1
1.0,0.0,58.0,0.494,0.124,5.0,5.9108,1,1
0.0,1.0,37.0,0.382,0.095,0.0,6.16752,7,1
1.0,0.0,39.0,0.28,0.07,2.0,6.47851,1,1
0.0,1.0,25.0,0.52,0.13,2.0,5.50533,11,0
0.0,1.0,40.0,0.365,0.091,5.0,6.21261,6,0
1.0,0.0,25.0,0.52,0.13,4.0,5.64191,1,1
1.0,0.0,54.0,0.52,0.13,2.0,5.84932,3,1
1.0,0.0,46.0,0.52,0.13,5.0,5.86079,2,1
1.0,0.0,30.0,0.52,0.13,0.0,5.33754,5,1
1.0,0.0,45.0,0.52,0.13,1.0,5.56068,2,0
0.0,1.0,35.0,0.328,0.082,15.0,6.31897,4,0
0.0,1.0,49.0,0.52,0.13,6.0,5.60212,7,0
1.0,0.0,20.0,0.52,0.13,2.0,5.15906,1,0
0.0,1.0,39.0,0.52,0.13,12.0,5.273,5,0
0.0,1.0,26.0,0.52,0.13,2.0,5.47646,28,0
1.0,0.0,43.0,0.28,0.07,1.0,6.47851,2,1
0.0,1.0,32.0,0.52,0.13,2.0,5.84932,7,1
0.0,1.0,30.0,0.28,0.07,2.0,6.47851,1,0
0.0,1.0,49.0,0.52,0.13,0.0,4.76217,7,1
0.0,1.0,34.0,0.52,0.13,0.0,5.56068,4,0
1.0,0.0,34.0,0.438,0.109,3.0,6.03309,2,1
0.0,1.0,38.0,0.52,0.13,3.0,5.82305,3,0
0.0,1.0,24.0,0.52,0.13,0.0,5.49306,3,1
0.0,1.0,31.0,0.52,0.208,2.0,5.65599,17,0
0.0,1.0,30.0,0.52,0.208,1.0,5.97889,12,0
0.0,1.0,56.0,0.52,0.208,38.0,6.01616,2,0
0.0,1.0,33.0,0.52,0.208,4.0,5.94542,3,0
0.0,1.0,57.0,0.52,0.208,27.0,5.15906,9,1
0.0,1.0,32.0,0.52,0.208,3.0,5.78383,7,0
1.0,0.0,41.0,0.52,0.208,8.0,5.3799,1,1
0.0,1.0,27.0,0.52,0.208,2.0,5.84932,7,0
0.0,1.0,30.0,0.52,0.208,3.0,5.62762,8,1
0.0,1.0,49.0,0.52,0.208,0.0,5.56068,2,1
0.0,1.0,33.0,0.52,0.208,1.0,5.84932,1,1
1.0,0.0,21.0,0.52,0.208,0.0,5.33754,3,1
